Date:,Hour:,Visibility (sm):,Precipitation ID:,Temp. (f):,Rel. Humid. (%):,Wind Speed (mph):,Wind Dir.:,Air Press. (hg):,Percip. (in):
9.23.16,10,10,,77,15,10,290,28.74,
9.23.16,11,10,,80,13,10,300,28.74,
9.23.16,12,10,,82,13,6,310,28.72,
9.23.16,13,10,,83,13,11,280,28.7,
9.23.16,14,10,,87,10,13,270,28.69,
9.23.16,15,10,,85,7,6,VR,28.69,
9.23.16,16,10,,85,8,7,280,28.69,
9.23.16,17,10,,84,7,8,300,28.69,
9.23.16,18,10,,83,8,10,280,28.69,
9.23.16,19,10,,81,11,11,280,28.71,
9.23.16,20,10,,75,21,6,210,28.73,
9.23.16,21,10,,73,23,6,240,28.74,
9.23.16,22,10,,76,17,7,270,28.75,
9.23.16,23,10,,75,19,6,310,28.76,
9.24.16,0,10,,73,23,0,0,28.76,
9.24.16,1,10,,69,31,3,100,28.77,
9.24.16,2,10,,67,31,8,80,28.76,
9.24.16,3,10,,67,33,9,70,28.77,
9.24.16,4,10,,64,36,3,220,28.8,
9.24.16,5,10,,64,33,9,110,28.8,
9.24.16,6,10,,64,36,0,0,28.82,
9.24.16,7,10,,69,23,5,40,28.83,
9.24.16,8,10,,72,25,0,0,28.84,
9.24.16,9,10,,76,23,3,VR,28.83,
9.24.16,10,10,,79,17,0,0,28.83,
9.24.16,11,10,,84,14,7,210,28.81,
9.24.16,12,10,,84,13,6,310,28.78,
9.24.16,13,10,,86,12,5,330,28.76,
9.24.16,14,10,,89,13,11,240,28.74,
9.24.16,15,10,,89,13,10,190,28.72,
9.24.16,16,10,,90,13,11,270,28.71,
9.24.16,17,10,,88,13,13,280,28.71,
9.24.16,18,10,,85,17,6,230,28.7,
9.24.16,19,10,,82,20,0,0,28.71,
9.24.16,20,10,,81,20,6,100,28.74,
9.24.16,21,10,,79,24,5,80,28.75,
9.24.16,22,10,,77,27,5,110,28.75,
9.24.16,23,10,,76,26,5,120,28.75,
9.25.16,0,10,,76,25,5,250,28.77,
9.25.16,1,10,,80,18,10,350,28.78,
9.25.16,2,10,,78,19,6,340,28.77,
9.25.16,3,10,,70,35,5,220,28.77,
9.25.16,4,10,,69,36,5,220,28.77,
9.25.16,5,10,,69,35,3,270,28.78,
9.25.16,6,10,,68,38,5,240,28.8,
9.25.16,7,10,,72,33,3,210,28.82,
9.25.16,8,10,,80,24,5,VR,28.82,
9.25.16,9,10,,86,16,13,30,28.83,
9.25.16,10,10,,88,15,11,50,28.81,
9.25.16,11,10,,90,14,11,60,28.79,
9.25.16,12,10,,92,12,10,80,28.77,
9.25.16,13,10,,94,11,6,VR,28.74,
9.25.16,14,10,,94,11,7,VR,28.73,
9.25.16,15,10,,95,10,11,350,28.72,
9.25.16,16,10,,95,10,6,350,28.71,
9.25.16,17,10,,95,10,5,VR,28.7,
9.25.16,18,10,,93,11,7,300,28.71,
9.25.16,19,10,,86,18,6,230,28.73,
9.25.16,20,10,,85,20,5,220,28.75,
9.25.16,21,10,,86,16,0,0,28.75,
9.25.16,22,10,,83,21,0,0,28.75,
9.25.16,23,10,,81,25,0,0,28.76,
9.26.16,0,10,,81,22,6,100,28.77,
9.26.16,1,10,,82,19,10,150,28.79,
9.26.16,2,10,,82,21,7,100,28.8,
9.26.16,3,10,,84,27,11,120,28.79,
9.26.16,4,10,,82,26,9,50,28.83,
9.26.16,5,10,,82,25,6,100,28.84,
9.26.16,6,10,,83,30,11,110,28.86,
9.26.16,7,10,,83,32,8,140,28.87,
9.26.16,8,10,,86,29,10,140,28.88,
9.26.16,9,10,,88,27,9,120,28.88,
9.26.16,10,10,,89,23,14,120,28.88,
9.26.16,11,10,,88,24,13,150,28.87,
9.26.16,12,10,,87,24,13,140,28.84,
9.26.16,13,10,,89,24,15,140,28.81,
9.26.16,14,10,,88,25,7,120,28.81,
9.26.16,15,9,,86,27,20,140,28.78,
9.26.16,16,10,,82,35,17,150,28.78,
9.26.16,17,10,,75,58,14,110,28.79,T
9.26.16,18,10,,77,50,9,90,28.78,T
9.26.16,19,10,,77,47,8,100,28.8,
9.26.16,20,10,,77,42,9,120,28.8,
9.26.16,21,10,,77,40,7,110,28.82,
9.26.16,22,10,,76,40,6,100,28.83,
9.26.16,23,10,,77,36,13,90,28.82,
9.27.16,0,10,,76,37,8,80,28.81,
9.27.16,1,10,,76,37,7,80,28.8,
9.27.16,2,10,,74,40,6,100,28.79,
9.27.16,3,10,,74,41,3,100,28.78,
9.27.16,4,10,,73,43,0,0,28.8,
9.27.16,5,10,,73,43,8,130,28.8,
9.27.16,6,10,,73,43,13,130,28.83,
9.27.16,7,10,,75,40,16,120,28.83,
9.27.16,8,10,,78,36,14,60,28.82,
9.27.16,9,10,,78,36,15,130,28.85,T
9.27.16,10,10,,80,34,15,70,28.82,T
9.27.16,11,10,,79,38,15,70,28.8,
9.27.16,12,10,,81,37,9,80,28.78,
9.27.16,13,10,,84,32,8,80,28.74,
9.27.16,14,10,,85,30,3,30,28.72,
9.27.16,15,10,,87,27,6,VR,28.7,
9.27.16,16,10,,88,26,6,40,28.69,
9.27.16,17,10,,87,26,6,50,28.69,
9.27.16,18,1,,82,34,18,190,28.72,
9.27.16,19,10,,81,34,5,VR,28.71,
9.27.16,20,10,,80,34,5,130,28.73,
9.27.16,21,10,,81,33,7,40,28.72,
9.27.16,22,10,,80,35,3,90,28.73,
9.27.16,23,10,,79,36,5,VR,28.72,
9.28.16,0,10,,76,43,5,230,28.72,
9.28.16,1,10,,76,42,0,0,28.72,
9.28.16,2,10,,75,45,0,0,28.72,
9.28.16,3,10,,76,45,5,90,28.74,
9.28.16,4,10,,75,48,8,120,28.73,
9.28.16,5,10,,74,54,8,120,28.75,
9.28.16,6,10,,74,56,0,0,28.76,T
9.28.16,7,10,,78,50,3,160,28.78,
9.28.16,8,10,,82,43,6,120,28.79,
9.28.16,9,10,,85,37,7,100,28.79,
9.28.16,10,10,,86,36,8,110,28.79,
9.28.16,11,10,,90,32,9,130,28.77,T
9.28.16,12,10,,93,28,7,140,28.75,
9.28.16,13,10,,95,26,6,VR,28.72,
9.28.16,14,10,,94,26,11,190,28.72,
9.28.16,15,10,,95,25,6,150,28.71,
9.28.16,16,10,,95,26,14,190,28.7,
9.28.16,17,10,,93,28,10,150,28.71,
9.28.16,18,10,,89,32,14,120,28.73,
9.28.16,19,10,,87,34,13,120,28.75,T
9.28.16,20,10,,86,40,9,100,28.78,
9.28.16,21,10,,85,40,6,90,28.79,
9.28.16,22,10,,85,39,6,110,28.8,
9.28.16,23,10,,84,40,8,80,28.8,
9.29.16,0,10,,83,43,11,80,28.81,
9.29.16,1,10,,82,43,9,100,28.82,
9.29.16,2,10,,82,43,9,80,28.82,
9.29.16,3,10,,81,46,7,120,28.83,
9.29.16,4,10,,80,51,7,80,28.85,T
9.29.16,5,10,,81,46,8,50,28.83,T
9.29.16,6,10,,80,49,0,0,28.86,
9.29.16,7,10,,82,46,8,300,28.88,
9.29.16,8,10,,80,52,11,160,28.94,T
9.29.16,9,10,,76,74,6,70,28.94,0.02
9.29.16,10,10,,80,56,8,60,28.92,T
9.29.16,11,10,,83,48,10,80,28.9,
9.29.16,12,10,,88,39,5,VR,28.88,
9.29.16,13,10,,90,35,5,VR,28.86,
9.29.16,14,10,,91,32,7,50,28.83,
9.29.16,15,10,,92,29,3,70,28.81,
9.29.16,16,10,,92,28,5,20,28.8,
9.29.16,17,10,,91,29,6,10,28.79,
9.29.16,18,10,,90,29,3,VR,28.79,
9.29.16,19,10,,90,29,3,340,28.81,
9.29.16,20,10,,84,40,3,230,28.82,
9.29.16,21,10,,84,40,6,100,28.83,
9.29.16,22,10,,82,44,6,130,28.84,
9.29.16,23,10,,82,43,9,90,28.84,
9.30.16,0,10,,79,49,5,120,28.84,
9.30.16,1,10,,78,54,8,110,28.85,
9.30.16,2,10,,78,54,9,100,28.84,
9.30.16,3,10,,77,56,8,90,28.84,
9.30.16,4,10,,76,60,6,140,28.84,
9.30.16,5,10,,75,56,8,90,28.85,
9.30.16,6,10,,74,60,5,110,28.86,
9.30.16,7,10,,78,50,5,VR,28.87,
9.30.16,8,10,,83,43,8,80,28.88,
9.30.16,9,10,,86,39,8,100,28.87,
9.30.16,10,10,,89,35,3,VR,28.86,
9.30.16,11,10,,91,33,7,VR,28.84,
9.30.16,12,10,,95,28,8,180,28.8,
9.30.16,13,10,,94,28,3,VR,28.76,
9.30.16,14,10,,95,23,0,0,28.74,
9.30.16,15,10,,96,22,6,10,28.72,
9.30.16,16,10,,93,25,15,350,28.71,
9.30.16,17,10,,91,24,15,340,28.71,
9.30.16,18,10,,90,24,9,360,28.72,
9.30.16,19,10,,89,25,3,120,28.73,
9.30.16,20,10,,86,28,6,90,28.74,
9.30.16,21,10,,84,38,6,110,28.76,
9.30.16,22,10,,83,41,6,100,28.76,
9.30.16,23,10,,81,46,7,150,28.77,
10.1.16,0,10,,81,44,5,110,28.77,
10.1.16,1,10,,79,47,6,100,28.77,
10.1.16,2,10,,78,49,7,120,28.77,
10.1.16,3,10,,77,50,9,100,28.77,
10.1.16,4,10,,76,54,8,120,28.77,
10.1.16,5,10,,75,56,3,160,28.79,
10.1.16,6,10,,75,54,7,120,28.8,
10.1.16,7,10,,78,45,6,110,28.82,
10.1.16,8,10,,81,44,8,110,28.82,
10.1.16,9,10,,84,41,5,120,28.83,
10.1.16,10,10,,88,36,6,VR,28.81,
10.1.16,11,10,,90,33,5,220,28.79,
10.1.16,12,10,,93,27,7,VR,28.76,
10.1.16,13,10,,93,23,6,190,28.72,
10.1.16,14,10,,97,17,10,200,28.71,
10.1.16,15,10,,95,19,6,240,28.69,
10.1.16,16,10,,95,19,10,210,28.68,
10.1.16,17,10,,94,18,7,240,28.68,
10.1.16,18,10,,92,19,7,330,28.68,
10.1.16,19,10,,90,21,5,350,28.69,
10.1.16,20,10,,89,22,3,10,28.69,
10.1.16,21,10,,85,27,7,110,28.7,
10.1.16,22,10,,84,30,5,110,28.71,
10.1.16,23,10,,85,28,5,250,28.73,
10.2.16,0,10,,85,39,9,280,28.72,
10.2.16,1,10,,83,41,3,320,28.72,
10.2.16,2,10,,80,41,8,100,28.72,
10.2.16,3,10,,77,39,7,110,28.72,
10.2.16,4,10,,76,37,5,90,28.72,
10.2.16,5,10,,75,39,8,120,28.73,
10.2.16,6,10,,74,41,8,110,28.73,
10.2.16,7,2,,72,73,15,150,28.77,0.05
10.2.16,8,8,,71,84,8,120,28.76,0.06
10.2.16,9,10,,73,76,10,90,28.76,T
10.2.16,10,10,,77,64,8,240,28.79,T
10.2.16,11,10,,77,69,7,50,28.75,0.07
10.2.16,12,10,,80,56,9,90,28.73,
10.2.16,13,10,,78,69,9,90,28.72,0.01
10.2.16,14,8,,75,79,8,100,28.7,0.01
10.2.16,15,10,,76,76,9,100,28.69,T
10.2.16,16,10,,76,71,14,90,28.68,
10.2.16,17,10,,75,76,10,90,28.66,
10.2.16,18,10,,74,74,9,100,28.66,
10.2.16,19,10,,71,81,11,90,28.66,
10.2.16,20,10,,72,79,9,100,28.66,
10.2.16,21,10,,72,79,7,80,28.66,
10.2.16,22,10,,72,79,6,100,28.66,
10.2.16,23,10,,71,81,7,100,28.65,
10.3.16,0,10,,71,81,5,100,28.64,
10.3.16,1,10,,71,81,7,110,28.64,
10.3.16,2,10,,70,87,9,80,28.63,
10.3.16,3,10,,69,90,7,70,28.63,
10.3.16,4,10,,67,93,6,90,28.63,
10.3.16,5,10,,67,93,7,80,28.63,
10.3.16,6,10,,68,84,6,80,28.66,
10.3.16,7,10,,70,79,3,160,28.68,
10.3.16,8,10,,74,58,3,VR,28.69,
10.3.16,9,10,,76,25,8,270,28.69,
10.3.16,10,10,,79,22,10,290,28.69,
10.3.16,11,10,,82,14,11,260,28.69,
10.3.16,12,10,,83,12,13,260,28.68,
10.3.16,13,10,,83,11,9,250,28.65,
10.3.16,14,10,,84,13,11,280,28.62,
10.3.16,15,10,,85,7,15,280,28.61,
10.3.16,16,10,,84,5,15,260,28.6,
10.3.16,17,10,,82,7,16,260,28.6,
10.3.16,18,10,,78,10,9,250,28.6,
10.3.16,19,10,,75,15,7,240,28.61,
10.3.16,20,10,,72,20,7,230,28.62,
10.3.16,21,10,,71,22,6,220,28.62,
10.3.16,22,10,,73,17,3,260,28.62,
10.3.16,23,10,,73,16,6,280,28.62,
10.4.16,0,10,,70,20,6,260,28.62,
10.4.16,1,10,,67,33,6,90,28.62,
10.4.16,2,10,,64,38,7,110,28.62,
10.4.16,3,10,,63,37,7,80,28.62,
10.4.16,4,10,,61,46,6,80,28.63,
10.4.16,5,10,,61,43,6,100,28.65,
10.4.16,6,10,,61,43,3,90,28.66,
10.4.16,7,10,,65,37,6,110,28.66,
10.4.16,8,10,,70,26,9,110,28.69,
10.4.16,9,10,,72,23,6,120,28.69,
10.4.16,10,10,,77,18,3,VR,28.69,
10.4.16,11,10,,79,16,3,150,28.66,
10.4.16,12,10,,82,12,5,190,28.66,
10.4.16,13,10,,83,13,3,VR,28.63,
10.4.16,14,10,,85,15,10,230,28.62,
10.4.16,15,10,,83,15,0,0,28.61,
10.4.16,16,10,,83,16,3,150,28.59,
10.4.16,17,10,,82,16,6,VR,28.59,
10.4.16,18,10,,82,15,8,280,28.61,
10.4.16,19,10,,79,19,3,70,28.62,
10.4.16,20,10,,77,24,3,100,28.63,
10.4.16,21,10,,75,27,5,100,28.64,
10.4.16,22,10,,72,31,8,100,28.64,
10.4.16,23,10,,70,34,6,120,28.65,
10.5.16,0,10,,70,34,6,110,28.65,
10.5.16,1,10,,69,36,7,110,28.65,
10.5.16,2,10,,67,35,8,90,28.64,
10.5.16,3,10,,66,34,10,110,28.64,
10.5.16,4,10,,65,36,8,110,28.65,
10.5.16,5,10,,64,38,9,80,28.66,
10.5.16,6,10,,63,38,8,100,28.68,
10.5.16,7,10,,67,35,11,100,28.69,
10.5.16,8,10,,72,29,9,100,28.69,
10.5.16,9,10,,77,24,7,110,28.7,
10.5.16,10,10,,81,20,9,80,28.69,
10.5.16,11,10,,85,18,8,150,28.68,
10.5.16,12,10,,86,17,7,170,28.65,
10.5.16,13,10,,88,16,5,VR,28.63,
10.5.16,14,10,,89,16,9,200,28.62,
10.5.16,15,10,,88,16,8,260,28.61,
10.5.16,16,10,,87,18,7,240,28.59,
10.5.16,17,10,,85,21,11,280,28.59,
10.5.16,18,10,,84,21,8,310,28.6,
10.5.16,19,10,,83,22,9,300,28.61,
10.5.16,20,10,,79,27,0,0,28.62,
10.5.16,21,10,,78,31,0,0,28.63,
10.5.16,22,10,,75,37,0,0,28.64,
10.5.16,23,10,,74,40,3,110,28.65,
10.6.16,0,10,,73,40,8,90,28.65,
10.6.16,1,10,,71,44,0,0,28.66,
10.6.16,2,10,,71,41,3,100,28.66,
10.6.16,3,10,,69,42,7,90,28.66,
10.6.16,4,10,,68,44,7,80,28.66,
10.6.16,5,10,,67,47,5,110,28.69,
10.6.16,6,10,,68,42,6,100,28.69,
10.6.16,7,10,,72,35,0,0,28.72,
10.6.16,8,10,,74,34,3,110,28.74,
10.6.16,9,10,,78,29,5,70,28.75,
10.6.16,10,10,,82,26,0,0,28.74,
10.6.16,11,10,,85,24,3,130,28.73,
10.6.16,12,10,,86,24,0,0,28.7,
10.6.16,13,10,,88,21,6,180,28.69,
10.6.16,14,10,,89,17,6,VR,28.68,
10.6.16,15,10,,89,17,6,240,28.66,
10.6.16,16,10,,88,13,8,230,28.66,
10.6.16,17,10,,87,13,8,260,28.66,
10.6.16,18,10,,83,16,5,250,28.68,
10.6.16,19,10,,80,20,5,230,28.69,
10.6.16,20,10,,81,20,3,320,28.69,
10.6.16,21,10,,78,24,0,0,28.7,
10.6.16,22,10,,76,27,6,100,28.7,
10.6.16,23,10,,73,33,3,120,28.69,
10.7.16,0,10,,71,37,5,180,28.71,
10.7.16,1,10,,69,36,5,180,28.72,
10.7.16,2,10,,69,35,0,0,28.72,
10.7.16,3,10,,67,45,3,120,28.72,
10.7.16,4,10,,66,47,5,90,28.73,
10.7.16,5,10,,66,42,0,0,28.74,
10.7.16,6,10,,67,39,0,0,28.75,
10.7.16,7,10,,71,35,0,0,28.77,
10.7.16,8,10,,75,23,0,0,28.77,
10.7.16,9,10,,81,18,0,0,28.77,
10.7.16,10,10,,87,13,11,70,28.75,
10.7.16,11,10,,89,14,7,60,28.73,
10.7.16,12,10,,91,14,6,20,28.7,
10.7.16,13,10,,94,13,7,10,28.68,
10.7.16,14,10,,96,12,0,0,28.65,
10.7.16,15,10,,95,13,5,290,28.64,
10.7.16,16,10,,95,13,0,0,28.63,
10.7.16,17,10,,93,13,7,330,28.63,
10.7.16,18,10,,92,14,6,300,28.62,
10.7.16,19,10,,85,24,7,240,28.64,
10.7.16,20,10,,82,27,5,240,28.64,
10.7.16,21,10,,81,27,3,220,28.65,
10.7.16,22,10,,81,26,0,0,28.66,
10.7.16,23,10,,80,30,6,80,28.66,
10.8.16,0,10,,80,26,7,90,28.68,
10.8.16,1,10,,82,22,10,120,28.68,
10.8.16,2,10,,79,27,5,100,28.69,
10.8.16,3,10,,79,25,3,40,28.69,
10.8.16,4,10,,77,31,3,120,28.7,
10.8.16,5,10,,78,32,3,100,28.71,
10.8.16,6,10,,79,35,3,100,28.73,
10.8.16,7,10,,81,37,9,100,28.74,
10.8.16,8,10,,84,34,8,110,28.75,
10.8.16,9,10,,87,30,10,90,28.75,
10.8.16,10,10,,90,27,10,120,28.73,
10.8.16,11,10,,92,26,9,130,28.71,
10.8.16,12,10,,95,22,11,120,28.69,
10.8.16,13,10,,95,22,0,0,28.68,
10.8.16,14,10,,94,22,3,VR,28.66,
10.8.16,15,10,,96,19,3,VR,28.66,
10.8.16,16,10,,95,18,6,20,28.66,
10.8.16,17,10,,94,19,7,330,28.66,
10.8.16,18,10,,91,25,13,50,28.68,
10.8.16,19,10,,90,24,7,10,28.69,
10.8.16,20,10,,86,28,8,90,28.7,
10.8.16,21,10,,85,30,10,90,28.72,
10.8.16,22,10,,83,33,10,80,28.73,
10.8.16,23,10,,81,38,13,70,28.73,
10.9.16,0,10,,80,38,9,80,28.74,
10.9.16,1,10,,78,40,6,110,28.76,
10.9.16,2,10,,77,40,5,110,28.76,
10.9.16,3,10,,76,40,6,110,28.75,
10.9.16,4,10,,76,40,5,90,28.76,
10.9.16,5,10,,78,36,11,70,28.78,
10.9.16,6,10,,78,36,11,70,28.8,
10.9.16,7,10,,80,34,14,70,28.82,
10.9.16,8,10,,83,32,11,80,28.83,
10.9.16,9,10,,85,31,10,90,28.83,
10.9.16,10,10,,88,30,9,110,28.82,
10.9.16,11,10,,91,29,7,60,28.8,
10.9.16,12,10,,93,27,3,VR,28.78,
10.9.16,13,10,,93,26,0,0,28.75,
10.9.16,14,10,,94,24,0,0,28.73,
10.9.16,15,10,,95,22,3,200,28.72,
10.9.16,16,10,,95,22,0,0,28.71,
10.9.16,17,10,,93,24,3,VR,28.71,
10.9.16,18,10,,91,26,0,0,28.72,
10.9.16,19,10,,91,25,3,340,28.73,
10.9.16,20,10,,86,33,0,0,28.74,
10.9.16,21,10,,84,36,3,240,28.75,
10.9.16,22,10,,83,38,3,60,28.75,
10.9.16,23,10,,80,41,6,120,28.75,
10.10.16,0,10,,79,42,8,90,28.75,
10.10.16,1,10,,78,38,8,100,28.75,
10.10.16,2,10,,76,40,5,100,28.75,
10.10.16,3,10,,76,40,8,80,28.75,
10.10.16,4,10,,74,46,9,110,28.77,
10.10.16,5,10,,73,48,7,130,28.78,
10.10.16,6,10,,74,48,3,110,28.79,
10.10.16,7,10,,76,43,7,120,28.81,
10.10.16,8,10,,80,38,8,120,28.82,
10.10.16,9,10,,84,26,7,160,28.83,
10.10.16,10,10,,88,22,7,160,28.82,
10.10.16,11,10,,91,20,3,VR,28.81,
10.10.16,12,10,,92,20,3,320,28.78,
10.10.16,13,10,,95,17,5,VR,28.75,
10.10.16,14,10,,94,16,3,VR,28.74,
10.10.16,15,10,,95,15,6,VR,28.73,
10.10.16,16,10,,94,15,3,250,28.72,
10.10.16,17,10,,92,16,6,300,28.72,
10.10.16,18,10,,91,17,7,340,28.72,
10.10.16,19,10,,90,18,7,340,28.74,
10.10.16,20,10,,88,19,5,360,28.74,
10.10.16,21,10,,84,26,0,0,28.75,
10.10.16,22,10,,80,30,7,100,28.75,
10.10.16,23,10,,79,31,0,0,28.75,
10.11.16,0,10,,78,30,0,0,28.76,
10.11.16,1,10,,75,36,6,90,28.75,
10.11.16,2,10,,74,32,7,120,28.75,
10.11.16,3,10,,73,33,9,100,28.75,
10.11.16,4,10,,72,35,5,80,28.76,
10.11.16,5,10,,70,39,7,110,28.77,
10.11.16,6,10,,70,38,8,110,28.78,
10.11.16,7,10,,73,34,10,100,28.8,
10.11.16,8,10,,78,30,8,90,28.82,
10.11.16,9,10,,83,24,5,130,28.82,
10.11.16,10,10,,86,22,9,140,28.81,
10.11.16,11,10,,91,20,7,130,28.8,
10.11.16,12,10,,94,17,7,VR,28.76,
10.11.16,13,10,,94,15,3,VR,28.73,
10.11.16,14,10,,94,15,9,290,28.71,
10.11.16,15,10,,95,15,8,300,28.7,
10.11.16,16,10,,94,14,7,310,28.69,
10.11.16,17,10,,92,14,7,330,28.69,
10.11.16,18,10,,91,14,8,320,28.7,
10.11.16,19,10,,89,15,5,VR,28.71,
10.11.16,20,10,,83,20,3,270,28.72,
10.11.16,21,10,,81,22,0,0,28.73,
10.11.16,22,10,,79,30,5,70,28.74,
10.11.16,23,10,,77,29,5,110,28.74,
10.12.16,0,10,,75,31,9,100,28.74,
10.12.16,1,10,,74,29,9,80,28.75,
10.12.16,2,10,,71,37,6,100,28.75,
10.12.16,3,10,,70,36,6,110,28.75,
10.12.16,4,10,,68,38,7,90,28.76,
10.12.16,5,10,,68,36,7,90,28.77,
10.12.16,6,10,,68,33,6,100,28.79,
10.12.16,7,10,,72,30,7,110,28.81,
10.12.16,8,10,,76,23,8,90,28.82,
10.12.16,9,10,,80,20,3,120,28.82,
10.12.16,10,10,,84,16,6,150,28.8,
10.12.16,11,10,,86,14,6,170,28.78,
10.12.16,12,10,,87,13,5,VR,28.76,
10.12.16,13,10,,88,11,3,190,28.72,
10.12.16,14,10,,92,9,7,210,28.71,
10.12.16,15,10,,91,8,3,VR,28.7,
10.12.16,16,10,,91,9,5,200,28.69,
10.12.16,17,10,,88,10,5,250,28.69,
10.12.16,18,10,,88,11,7,300,28.69,
10.12.16,19,10,,82,16,3,240,28.71,
10.12.16,20,10,,84,15,3,330,28.71,
10.12.16,21,10,,76,23,0,0,28.72,
10.12.16,22,10,,75,22,7,90,28.73,
10.12.16,23,10,,74,21,6,100,28.73,
10.13.16,0,10,,73,22,8,90,28.73,
10.13.16,1,10,,70,27,6,100,28.74,
10.13.16,2,10,,70,28,8,100,28.74,
10.13.16,3,10,,69,26,10,100,28.73,
10.13.16,4,10,,67,28,6,100,28.75,
10.13.16,5,10,,67,28,7,120,28.76,
10.13.16,6,10,,67,27,7,90,28.79,
10.13.16,7,10,,70,25,8,110,28.81,
10.13.16,8,10,,75,22,8,120,28.83,
10.13.16,9,10,,80,17,9,100,28.83,
10.13.16,10,10,,83,15,9,100,28.82,
10.13.16,11,10,,86,14,0,0,28.8,
10.13.16,12,10,,89,14,0,0,28.77,
10.13.16,13,10,,92,13,3,230,28.74,
10.13.16,14,10,,92,12,3,60,28.72,
10.13.16,15,10,,93,11,5,VR,28.71,
10.13.16,16,10,,92,10,3,VR,28.71,
10.13.16,17,10,,90,11,6,290,28.71,
10.13.16,18,10,,87,13,0,0,28.72,
10.13.16,19,10,,84,17,0,0,28.73,
