Date:,Hour:,Visibility (sm):,Precipitation ID:,Temp. (f):,Rel. Humid. (%):,Wind Speed (mph):,Wind Dir.:,Air Press. (hg):,Percip. (in):
9.24.16,19,10,,82,56,3,250,28.95,
9.24.16,20,10,,81,60,0,0,28.96,
9.24.16,21,10,,80,62,0,0,28.96,
9.24.16,22,10,,78,67,0,0,28.96,
9.24.16,23,10,,76,74,0,0,28.96,
9.25.16,0,10,,74,79,3,170,28.96,
9.25.16,1,10,,75,74,3,90,28.96,
9.25.16,2,10,,75,74,0,0,28.96,
9.25.16,3,10,,73,79,0,0,28.97,
9.25.16,4,10,,73,79,0,0,28.98,
9.25.16,5,10,,71,84,0,0,28.99,
9.25.16,6,10,,70,87,0,0,29,
9.25.16,7,10,,77,74,0,0,29.01,
9.25.16,8,10,,80,67,6,100,29.02,
9.25.16,9,10,,82,63,6,80,29.02,
9.25.16,10,10,,86,53,6,80,29.01,
9.25.16,11,10,,89,39,6,120,29.01,
9.25.16,12,10,,90,38,5,VR,28.99,
9.25.16,13,10,,90,34,5,120,28.97,
9.25.16,14,10,,90,37,5,VR,28.94,
9.25.16,15,10,,91,37,6,40,28.93,
9.25.16,16,10,,90,38,8,160,28.92,
9.25.16,17,10,,88,42,7,150,28.93,
9.25.16,18,10,,85,48,5,170,28.94,
9.25.16,19,10,,84,49,3,170,28.95,
9.25.16,20,10,,82,55,6,150,28.96,
9.25.16,21,10,,80,60,8,150,28.97,
9.25.16,22,10,,78,64,7,160,28.98,
9.25.16,23,10,,75,71,6,170,28.99,
9.26.16,0,10,,75,71,7,160,28.99,
9.26.16,1,10,,74,74,5,170,28.99,
9.26.16,2,10,,73,79,5,150,28.97,
9.26.16,3,10,,72,82,7,160,28.96,
9.26.16,4,10,,72,84,7,150,28.97,
9.26.16,5,10,,71,87,6,140,28.98,
9.26.16,6,10,,71,87,7,90,28.99,
9.26.16,7,10,,74,82,6,80,29,
9.26.16,8,10,,78,69,8,140,29,
9.26.16,9,10,,80,65,10,150,29,
9.26.16,10,10,,83,57,3,VR,29,
9.26.16,11,10,,85,49,7,120,28.99,
9.26.16,12,10,,87,45,8,60,28.97,
9.26.16,13,10,,86,42,6,VR,28.94,
9.26.16,14,10,,88,40,8,140,28.91,
9.26.16,15,10,,86,45,7,130,28.89,
9.26.16,16,10,,86,43,6,160,28.89,
9.26.16,17,10,,85,46,5,170,28.91,
9.26.16,18,10,,82,53,5,160,28.92,
9.26.16,19,10,,79,62,8,330,28.93,
9.26.16,20,10,,78,64,0,0,28.93,
9.26.16,21,10,,78,67,3,140,28.93,
9.26.16,22,10,,76,71,0,0,28.93,
9.26.16,23,10,,75,76,5,180,28.94,
9.27.16,0,10,,74,79,7,190,28.93,
9.27.16,1,10,,73,82,6,180,28.91,
9.27.16,2,10,,73,82,7,170,28.89,
9.27.16,3,10,,71,87,6,180,28.88,
9.27.16,4,10,,71,87,3,180,28.87,
9.27.16,5,10,,71,87,3,190,28.87,
9.27.16,6,10,,70,90,0,0,28.88,
9.27.16,7,10,,73,82,5,290,28.89,
9.27.16,8,10,,76,74,6,220,28.9,
9.27.16,9,10,,80,67,6,220,28.9,
9.27.16,10,10,,84,57,5,260,28.89,
9.27.16,11,10,,85,53,8,290,28.87,
9.27.16,12,10,,85,53,9,270,28.84,
9.27.16,13,10,,86,50,8,280,28.82,
9.27.16,14,10,,87,48,7,VR,28.81,
9.27.16,15,10,,88,45,9,210,28.79,
9.27.16,16,10,,86,48,8,250,28.79,
9.27.16,17,8,,73,90,8,40,28.82,0.05
9.27.16,18,10,,73,90,6,180,28.81,T
9.27.16,19,10,,73,84,5,150,28.82,
9.27.16,20,10,,73,84,10,350,28.84,T
9.27.16,21,10,,72,93,3,210,28.84,0.01
9.27.16,22,10,,71,93,6,220,28.84,T
9.27.16,23,10,,72,90,0,0,28.82,
9.28.16,0,10,,71,93,0,0,28.82,
9.28.16,1,9,,70,93,5,220,28.82,
9.28.16,2,10,,70,97,6,310,28.82,
9.28.16,3,10,,69,97,6,290,28.82,
9.28.16,4,10,,69,93,3,260,28.82,
9.28.16,5,10,,68,93,7,310,28.84,
9.28.16,6,10,,67,84,8,300,28.84,
9.28.16,7,10,,68,78,8,300,28.87,
9.28.16,8,10,,71,66,8,320,28.87,
9.28.16,9,10,,75,56,8,310,28.88,
9.28.16,10,10,,79,41,6,300,28.88,
9.28.16,11,10,,82,33,9,300,28.87,
9.28.16,12,10,,84,36,6,270,28.87,
9.28.16,13,10,,84,38,7,VR,28.84,
9.28.16,14,10,,85,37,16,220,28.82,
9.28.16,15,10,,86,37,14,210,28.82,
9.28.16,16,10,,86,35,9,240,28.82,
9.28.16,17,10,,84,31,8,230,28.82,
9.28.16,18,10,,80,35,6,250,28.82,
9.28.16,19,10,,76,37,6,240,28.84,
9.28.16,20,10,,73,43,6,240,28.84,
9.28.16,21,10,,70,49,7,240,28.84,
9.28.16,22,10,,71,41,6,240,28.85,
9.28.16,23,10,,70,39,8,270,28.85,
9.29.16,0,10,,67,47,3,240,28.84,
9.29.16,1,10,,64,58,3,210,28.84,
9.29.16,2,10,,62,65,3,230,28.84,
9.29.16,3,10,,62,63,5,280,28.84,
9.29.16,4,10,,61,70,9,300,28.84,
9.29.16,5,10,,60,78,10,300,28.87,
9.29.16,6,10,,60,81,5,310,28.87,
9.29.16,7,10,,62,75,9,320,28.89,
9.29.16,8,10,,66,65,9,310,28.9,
9.29.16,9,10,,69,59,8,320,28.91,
9.29.16,10,10,,72,53,6,320,28.92,
9.29.16,11,10,,75,46,14,330,28.92,
9.29.16,12,10,,76,45,10,290,28.92,
9.29.16,13,10,,76,40,7,310,28.9,
9.29.16,14,10,,78,31,11,270,28.89,
9.29.16,15,10,,77,30,11,310,28.88,
9.29.16,16,10,,76,30,10,300,28.89,
9.29.16,17,10,,73,34,13,310,28.9,
9.29.16,18,10,,70,38,9,310,28.92,
9.29.16,19,10,,67,45,11,320,28.94,
9.29.16,20,10,,65,50,9,320,28.96,
9.29.16,21,10,,63,56,8,320,28.96,
9.29.16,22,10,,62,58,10,330,28.95,
9.29.16,23,10,,60,65,8,310,28.93,
9.30.16,0,10,,58,70,8,320,28.92,
9.30.16,1,10,,57,75,10,320,28.92,
9.30.16,2,10,,55,80,7,300,28.91,
9.30.16,3,10,,55,77,6,290,28.91,
9.30.16,4,10,,53,83,8,290,28.92,
9.30.16,5,10,,53,83,10,290,28.93,
9.30.16,6,10,,53,86,9,290,28.95,
9.30.16,7,10,,56,80,8,300,28.95,
9.30.16,8,10,,60,72,5,310,28.96,
9.30.16,9,10,,65,61,6,280,28.97,
9.30.16,10,10,,68,53,7,VR,28.97,
9.30.16,11,10,,70,47,3,VR,28.97,
9.30.16,12,10,,71,44,5,320,28.96,
9.30.16,13,10,,71,46,11,270,28.94,
9.30.16,14,10,,73,40,11,300,28.93,
9.30.16,15,10,,74,38,6,VR,28.92,
9.30.16,16,10,,74,38,7,350,28.93,
9.30.16,17,10,,71,41,5,290,28.93,
9.30.16,18,10,,70,42,5,300,28.93,
9.30.16,19,10,,68,47,6,310,28.95,
9.30.16,20,10,,65,56,3,290,28.95,
9.30.16,21,10,,63,60,0,0,28.95,
9.30.16,22,10,,61,67,0,0,28.97,
9.30.16,23,10,,61,65,5,280,28.98,
10.1.16,0,10,,59,72,0,0,28.97,
10.1.16,1,10,,59,72,6,310,28.96,
10.1.16,2,10,,57,78,8,310,28.95,
10.1.16,3,10,,56,83,7,310,28.96,
10.1.16,4,10,,56,80,5,320,28.96,
10.1.16,5,10,,56,80,3,310,28.96,
10.1.16,6,10,,56,78,3,310,28.98,
10.1.16,7,10,,63,70,3,290,29,
10.1.16,8,10,,69,51,5,330,29.01,
10.1.16,9,10,,71,46,6,340,29.03,
10.1.16,10,10,,74,41,9,270,29.03,
10.1.16,11,10,,76,40,10,320,29.01,
10.1.16,12,10,,76,40,3,320,28.98,
10.1.16,13,10,,77,39,9,10,28.96,
10.1.16,14,10,,75,42,6,VR,28.95,
10.1.16,15,10,,79,36,5,VR,28.95,
10.1.16,16,10,,78,38,5,320,28.94,
10.1.16,17,10,,74,43,3,220,28.94,
10.1.16,18,10,,71,51,0,0,28.95,
10.1.16,19,10,,71,51,3,140,28.96,
10.1.16,20,10,,67,61,3,170,28.97,
10.1.16,21,10,,67,59,0,0,28.97,
10.1.16,22,10,,65,65,0,0,28.97,
10.1.16,23,10,,63,73,0,0,28.97,
10.2.16,0,10,,63,73,0,0,28.97,
10.2.16,1,10,,63,70,0,0,28.97,
10.2.16,2,10,,61,72,0,0,28.97,
10.2.16,3,10,,63,65,0,0,28.96,
10.2.16,4,10,,59,84,7,310,28.97,
10.2.16,5,10,,59,84,0,0,28.97,
10.2.16,6,10,,60,81,0,0,28.98,
10.2.16,7,10,,65,75,0,0,28.99,
10.2.16,8,10,,70,57,5,310,29.01,
10.2.16,9,10,,74,48,0,0,29.01,
10.2.16,10,10,,77,45,0,0,29,
10.2.16,11,10,,79,39,0,0,28.98,
10.2.16,12,10,,80,39,7,270,28.97,
10.2.16,13,10,,79,38,3,VR,28.95,
10.2.16,14,10,,80,37,9,280,28.94,
10.2.16,15,10,,79,39,3,340,28.94,
10.2.16,16,10,,79,39,5,70,28.93,
10.2.16,17,10,,77,43,6,340,28.93,
10.2.16,18,10,,76,45,5,340,28.94,
10.2.16,19,10,,73,52,3,130,28.95,
10.2.16,20,10,,73,52,0,0,28.95,
10.2.16,21,10,,70,59,6,320,28.95,
10.2.16,22,10,,67,73,6,330,28.94,
10.2.16,23,10,,67,70,5,330,28.93,
10.3.16,0,10,,68,66,6,10,28.93,
10.3.16,1,10,,63,81,3,310,28.92,
10.3.16,2,10,,64,78,0,0,28.91,
10.3.16,3,10,,63,81,0,0,28.91,
10.3.16,4,10,,63,78,0,0,28.91,
10.3.16,5,10,,65,73,5,30,28.92,
10.3.16,6,10,,61,87,5,320,28.93,
10.3.16,7,10,,68,68,3,360,28.94,
10.3.16,8,10,,72,59,5,40,28.94,
10.3.16,9,10,,76,52,7,VR,28.94,
10.3.16,10,10,,79,45,7,80,28.94,
10.3.16,11,10,,82,43,8,20,28.92,
10.3.16,12,10,,80,41,0,0,28.9,
10.3.16,13,10,,85,33,0,0,28.87,
10.3.16,14,10,,85,35,3,VR,28.87,
10.3.16,15,10,,84,34,7,50,28.85,
10.3.16,16,10,,84,34,9,120,28.84,
10.3.16,17,10,,81,39,10,320,28.85,
10.3.16,18,10,,80,41,8,340,28.87,
10.3.16,19,10,,79,42,6,330,28.87,
10.3.16,20,10,,77,48,3,330,28.88,
10.3.16,21,10,,75,58,5,160,28.9,
10.3.16,22,10,,73,69,6,130,28.91,
10.3.16,23,10,,72,71,6,130,28.91,
10.4.16,0,10,,71,73,6,130,28.91,
10.4.16,1,10,,70,76,7,110,28.91,
10.4.16,2,10,,67,84,7,90,28.91,
10.4.16,3,10,,66,87,7,90,28.92,
10.4.16,4,10,,65,90,7,90,28.93,
10.4.16,5,10,,66,87,8,70,28.96,
10.4.16,6,10,,65,87,10,80,28.97,
10.4.16,7,10,,67,81,11,90,28.98,
10.4.16,8,10,,72,68,10,100,29,
10.4.16,9,10,,76,58,10,110,29,
10.4.16,10,10,,80,51,14,80,29,
10.4.16,11,10,,81,46,18,80,28.99,
10.4.16,12,10,,82,43,16,80,28.97,
10.4.16,13,10,,82,41,16,100,28.95,
10.4.16,14,10,,82,41,13,110,28.94,
10.4.16,15,10,,84,40,17,70,28.93,
10.4.16,16,10,,82,43,5,120,28.93,
10.4.16,17,10,,79,47,18,80,28.94,
10.4.16,18,10,,76,54,15,90,28.96,
10.4.16,19,10,,74,58,13,90,28.97,
10.4.16,20,10,,72,62,13,90,28.98,
10.4.16,21,10,,71,61,11,90,29,
10.4.16,22,10,,68,68,9,90,29.01,
10.4.16,23,10,,67,70,10,80,29.01,
10.5.16,0,10,,67,70,8,70,29.01,
10.5.16,1,10,,65,75,13,80,29.01,
10.5.16,2,10,,65,73,10,60,29.01,
10.5.16,3,10,,64,75,13,60,29.01,
10.5.16,4,10,,63,78,13,70,29.03,
10.5.16,5,10,,62,81,13,60,29.04,
10.5.16,6,10,,62,81,13,70,29.06,
10.5.16,7,10,,64,75,18,70,29.08,
10.5.16,8,10,,68,66,20,70,29.08,
10.5.16,9,10,,71,57,18,80,29.09,
10.5.16,10,10,,75,46,15,80,29.07,
10.5.16,11,10,,77,43,15,60,29.06,
10.5.16,12,10,,79,39,13,60,29.03,
10.5.16,13,10,,81,35,8,50,29,
10.5.16,14,10,,81,35,9,60,28.98,
10.5.16,15,10,,82,34,11,60,28.98,
10.5.16,16,10,,81,37,16,40,28.98,
10.5.16,17,10,,79,38,14,60,28.99,
10.5.16,18,10,,76,43,9,70,29,
10.5.16,19,10,,74,48,11,70,29.02,
10.5.16,20,10,,71,57,13,80,29.04,
10.5.16,21,10,,69,66,11,90,29.05,
10.5.16,22,10,,67,73,13,90,29.06,
10.5.16,23,10,,66,78,15,90,29.07,
10.6.16,0,10,,65,84,14,80,29.06,
10.6.16,1,10,,64,84,14,70,29.04,
10.6.16,2,10,,64,84,14,70,29.04,
10.6.16,3,10,,63,87,13,70,29.03,
10.6.16,4,10,,62,87,16,70,29.04,
10.6.16,5,10,,62,87,16,60,29.04,
10.6.16,6,10,,61,90,14,70,29.05,
10.6.16,7,10,,63,84,17,70,29.06,
10.6.16,8,10,,64,81,14,80,29.07,
10.6.16,9,10,,65,78,13,80,29.08,
10.6.16,10,10,,68,71,14,80,29.07,
10.6.16,11,10,,73,62,13,40,29.05,
10.6.16,12,10,,77,54,10,70,29.03,
10.6.16,13,10,,80,47,13,70,28.99,
10.6.16,14,10,,80,47,10,60,28.98,
10.6.16,15,10,,81,42,15,60,28.97,
10.6.16,16,10,,80,44,17,50,28.97,
10.6.16,17,10,,78,49,15,50,28.98,
10.6.16,18,10,,75,54,13,60,28.99,
10.6.16,19,10,,73,59,11,70,29,
10.6.16,20,10,,71,64,14,70,29,
10.6.16,21,10,,71,64,13,70,28.99,
10.6.16,22,10,,69,68,13,60,28.97,
10.6.16,23,10,,68,71,11,60,28.96,
10.7.16,0,10,,67,73,14,70,28.95,
10.7.16,1,10,,67,76,13,60,28.95,
10.7.16,2,10,,67,76,11,60,28.93,
10.7.16,3,10,,67,78,14,60,28.91,
10.7.16,4,10,,67,81,13,60,28.92,
10.7.16,5,10,,67,81,15,50,28.92,
10.7.16,6,10,,67,81,14,50,28.93,
10.7.16,7,10,,68,81,14,50,28.95,
10.7.16,8,10,,69,79,14,40,28.95,
10.7.16,9,10,,69,81,14,40,28.95,
10.7.16,10,10,,73,71,13,30,28.94,
10.7.16,11,10,,75,69,11,30,28.91,
10.7.16,12,10,,77,67,13,30,28.9,
10.7.16,13,10,,78,67,11,40,28.87,
10.7.16,14,10,,77,69,15,40,28.87,
10.7.16,15,10,,74,82,11,30,28.87,T
10.7.16,16,8,1,72,90,15,40,28.84,0.13
10.7.16,17,7,,72,90,11,40,28.84,T
10.7.16,18,8,,72,90,15,30,28.84,T
10.7.16,19,10,,71,93,15,30,28.84,T
10.7.16,20,10,,72,90,17,40,28.84,T
10.7.16,21,10,,72,90,15,30,28.82,T
10.7.16,22,10,,72,90,17,20,28.81,
10.7.16,23,10,,73,84,18,30,28.8,
10.8.16,0,10,,73,84,17,30,28.79,T
10.8.16,1,10,,73,84,14,20,28.76,T
10.8.16,2,10,,72,90,11,330,28.75,
10.8.16,3,10,,72,82,9,340,28.75,
10.8.16,4,10,,71,81,15,330,28.74,
10.8.16,5,10,,70,84,11,330,28.74,
10.8.16,6,10,,70,84,14,330,28.75,
10.8.16,7,10,,70,73,17,320,28.76,
10.8.16,8,10,,73,66,20,330,28.77,
10.8.16,9,10,,77,58,23,330,28.78,
10.8.16,10,10,,80,52,22,320,28.79,
10.8.16,11,10,,81,47,24,320,28.79,
10.8.16,12,10,,82,46,24,320,28.79,
10.8.16,13,10,,83,43,23,330,28.79,
10.8.16,14,10,,83,41,17,340,28.8,
10.8.16,15,10,,82,44,18,320,28.81,
10.8.16,16,10,,80,47,21,340,28.84,
10.8.16,17,10,,76,54,21,330,28.85,
10.8.16,18,10,,73,59,18,340,28.88,
10.8.16,19,10,,71,61,17,330,28.9,
10.8.16,20,10,,71,57,18,350,28.91,
10.8.16,21,10,,69,61,11,330,28.93,
10.8.16,22,10,,67,45,14,330,28.95,
10.8.16,23,10,,65,47,11,350,28.95,
10.9.16,0,10,,63,48,9,340,28.95,
10.9.16,1,10,,60,54,10,320,28.96,
10.9.16,2,10,,59,54,11,340,28.97,
10.9.16,3,10,,57,57,6,330,28.98,
10.9.16,4,10,,56,60,7,340,29,
10.9.16,5,10,,54,64,6,320,29.01,
10.9.16,6,10,,53,66,10,320,29.04,
10.9.16,7,10,,57,57,10,340,29.05,
10.9.16,8,10,,62,46,11,350,29.07,
10.9.16,9,10,,67,39,10,340,29.1,
10.9.16,10,10,,71,31,10,340,29.1,
10.9.16,11,10,,75,30,9,330,29.1,
10.9.16,12,10,,77,27,10,330,29.08,
10.9.16,13,10,,80,24,11,310,29.06,
10.9.16,14,10,,81,21,10,320,29.05,
10.9.16,15,10,,81,21,8,340,29.05,
10.9.16,16,10,,80,21,10,320,29.05,
10.9.16,17,10,,76,25,10,340,29.06,
10.9.16,18,10,,71,33,11,330,29.07,
10.9.16,19,10,,69,35,10,340,29.09,
10.9.16,20,10,,68,35,10,360,29.12,
10.9.16,21,10,,66,39,9,350,29.13,
10.9.16,22,10,,64,42,10,10,29.14,
10.9.16,23,10,,63,45,7,20,29.14,
10.10.16,0,10,,63,45,5,20,29.14,
10.10.16,1,10,,62,48,6,60,29.14,
10.10.16,2,10,,60,52,8,70,29.14,
10.10.16,3,10,,57,57,6,80,29.15,
10.10.16,4,10,,57,57,6,80,29.16,
10.10.16,5,10,,55,64,8,70,29.18,
10.10.16,6,10,,56,62,10,80,29.18,
10.10.16,7,10,,59,56,10,90,29.21,
10.10.16,8,10,,63,48,11,100,29.22,
10.10.16,9,10,,66,42,9,100,29.23,
10.10.16,10,10,,69,38,10,80,29.23,
10.10.16,11,10,,71,31,11,90,29.21,
10.10.16,12,10,,74,29,8,30,29.18,
10.10.16,13,10,,75,28,3,VR,29.16,
10.10.16,14,10,,75,27,7,160,29.15,
10.10.16,15,10,,76,24,9,60,29.15,
10.10.16,16,10,,74,25,3,60,29.15,
10.10.16,17,10,,72,30,3,130,29.16,
10.10.16,18,10,,69,36,3,130,29.18,
10.10.16,19,10,,68,35,5,120,29.18,
10.10.16,20,10,,64,45,3,120,29.19,
10.10.16,21,10,,66,37,7,120,29.19,
10.10.16,22,10,,64,43,5,130,29.21,
10.10.16,23,10,,62,48,5,120,29.21,
10.11.16,0,10,,59,51,5,110,29.21,
10.11.16,1,10,,57,60,6,90,29.21,
10.11.16,2,10,,54,69,7,80,29.21,
10.11.16,3,10,,52,77,8,80,29.21,
10.11.16,4,10,,53,74,9,70,29.21,
10.11.16,5,10,,51,80,8,80,29.23,
10.11.16,6,10,,51,83,10,90,29.24,
10.11.16,7,10,,54,77,14,80,29.26,
10.11.16,8,10,,59,67,8,80,29.28,
10.11.16,9,10,,64,54,8,100,29.29,
10.11.16,10,10,,67,44,13,100,29.28,
10.11.16,11,10,,69,41,11,90,29.26,
10.11.16,12,10,,72,33,8,120,29.23,
10.11.16,13,10,,72,29,6,VR,29.19,
10.11.16,14,10,,74,26,9,70,29.18,
10.11.16,15,10,,75,26,8,90,29.16,
10.11.16,16,10,,73,28,9,100,29.15,
10.11.16,17,10,,70,31,10,80,29.16,
10.11.16,18,10,,67,36,6,90,29.15,
10.11.16,19,10,,65,39,8,90,29.16,
10.11.16,20,10,,60,50,8,80,29.16,
10.11.16,21,10,,60,50,7,100,29.18,
10.11.16,22,10,,60,48,5,130,29.18,
10.11.16,23,10,,57,55,7,90,29.18,
10.12.16,0,10,,54,67,6,100,29.16,
10.12.16,1,10,,55,64,6,70,29.16,
10.12.16,2,10,,53,69,6,70,29.15,
10.12.16,3,10,,51,74,7,80,29.16,
10.12.16,4,10,,52,77,8,60,29.18,
10.12.16,5,10,,52,77,9,60,29.18,
10.12.16,6,10,,51,80,10,60,29.18,
10.12.16,7,10,,54,75,13,70,29.19,
10.12.16,8,10,,59,62,9,70,29.21,
10.12.16,9,10,,63,56,11,70,29.21,
10.12.16,10,10,,67,53,8,80,29.19,
10.12.16,11,10,,70,47,5,VR,29.18,
10.12.16,12,10,,73,44,5,20,29.14,
10.12.16,13,10,,75,40,0,0,29.11,
10.12.16,14,10,,74,38,0,0,29.09,
10.12.16,15,10,,77,33,0,0,29.08,
10.12.16,16,10,,75,33,0,0,29.07,
10.12.16,17,10,,74,37,3,150,29.07,
10.12.16,18,10,,68,51,0,0,29.07,
10.12.16,19,10,,69,49,0,0,29.08,
10.12.16,20,10,,64,61,0,0,29.08,
10.12.16,21,10,,64,63,0,0,29.08,
10.12.16,22,10,,64,65,0,0,29.1,
10.12.16,23,10,,63,68,0,0,29.1,
10.13.16,0,10,,63,65,5,100,29.08,
10.13.16,1,10,,63,65,3,30,29.08,
10.13.16,2,10,,62,67,5,40,29.07,
10.13.16,3,10,,59,78,3,50,29.08,
10.13.16,4,10,,59,78,5,70,29.08,
10.13.16,5,10,,57,80,3,100,29.09,
10.13.16,6,10,,57,83,0,0,29.1,
10.13.16,7,10,,63,75,0,0,29.1,
10.13.16,8,10,,68,71,3,220,29.11,
10.13.16,9,10,,74,58,6,300,29.11,
10.13.16,10,10,,75,52,5,VR,29.11,
10.13.16,11,10,,78,39,10,320,29.11,
10.13.16,12,10,,80,31,13,10,29.08,
10.13.16,13,10,,81,30,9,340,29.05,
10.13.16,14,10,,82,28,10,320,29.04,
10.13.16,15,10,,82,31,9,320,29.04,
10.13.16,16,10,,80,33,7,330,29.04,
10.13.16,17,10,,77,36,5,310,29.04,
10.13.16,18,10,,74,43,5,290,29.05,
10.13.16,19,10,,71,49,0,0,29.05,
10.13.16,20,10,,69,57,3,230,29.07,
10.13.16,21,10,,69,57,0,0,29.08,
10.13.16,22,10,,68,59,0,0,29.07,
10.13.16,23,10,,67,59,3,320,29.08,
