Date:,Hour:,Visibility (sm):,Precipitation ID:,Temp. (f):,Rel. Humid. (%):,Wind Speed (mph):,Wind Dir.:,Air Press. (hg):,Percip. (in):
12.4.16,6,10,,17,62,10,190,24.56,
12.4.16,7,10,,21,57,11,170,24.55,
12.4.16,8,10,,33,42,13,190,24.55,
12.4.16,9,10,,41,24,14,180,24.54,
12.4.16,10,10,,48,17,9,280,24.51,
12.4.16,11,10,,51,17,20,270,24.48,
12.4.16,12,10,,50,20,6,VR,24.45,
12.4.16,13,10,,53,20,7,350,24.43,
12.4.16,14,10,,53,20,0,0,24.41,
12.4.16,15,10,,51,23,5,20,24.41,
12.4.16,16,10,,43,29,6,120,24.39,
12.4.16,17,10,,34,40,11,120,24.38,
12.4.16,18,10,,31,40,7,160,24.37,
12.4.16,19,10,,33,38,7,VR,24.36,
12.4.16,20,10,,31,43,11,190,24.34,
12.4.16,21,10,,33,44,10,190,24.32,
12.4.16,22,10,,32,47,11,160,24.31,
12.4.16,23,10,,34,44,15,170,24.29,
12.5.16,0,10,,30,51,0,0,24.26,
12.5.16,1,10,,31,51,7,130,24.25,
12.5.16,2,10,,30,56,11,150,24.23,
12.5.16,3,10,,44,32,3,30,24.21,
12.5.16,4,10,,42,33,7,130,24.2,
12.5.16,5,10,,32,52,5,130,24.21,
12.5.16,6,10,,34,50,3,330,24.21,
12.5.16,7,10,,41,36,3,300,24.22,
12.5.16,8,10,,48,30,0,0,24.23,
12.5.16,9,10,,54,29,22,260,24.23,
12.5.16,10,10,,53,25,26,280,24.24,
12.5.16,11,10,,53,20,31,270,24.23,
12.5.16,12,10,,53,17,34,260,24.21,
12.5.16,13,10,,53,17,23,260,24.21,
12.5.16,14,10,,50,17,17,350,24.26,
12.5.16,15,10,,31,36,23,360,24.27,
12.5.16,16,10,,27,37,28,360,24.32,
12.5.16,17,10,,26,35,22,360,24.35,
12.5.16,18,10,,24,38,25,360,24.37,
12.5.16,19,10,,24,37,22,360,24.4,
12.5.16,20,10,,21,40,11,360,24.44,
12.5.16,21,10,,24,37,8,350,24.47,
12.5.16,22,10,,21,38,7,360,24.49,
12.5.16,23,10,,17,34,10,360,24.49,
12.6.16,0,10,,13,40,7,30,24.5,
12.6.16,1,10,,10,48,8,120,24.5,
12.6.16,2,10,,8,58,11,150,24.5,
12.6.16,3,10,,8,66,13,170,24.5,
12.6.16,4,10,,7,69,14,170,24.5,
12.6.16,5,10,,7,66,10,170,24.49,
12.6.16,6,10,,5,69,10,160,24.5,
12.6.16,7,10,,12,58,8,160,24.5,
12.6.16,8,10,,23,40,18,150,24.49,
12.6.16,9,10,,24,38,22,160,24.5,
12.6.16,10,10,,27,37,17,150,24.48,
12.6.16,11,10,,29,34,17,120,24.43,
12.6.16,12,10,,30,31,20,140,24.4,
12.6.16,13,10,,30,30,21,150,24.38,
12.6.16,14,10,,27,31,18,150,24.39,
12.6.16,15,10,,25,40,18,160,24.41,
12.6.16,16,10,,24,40,20,160,24.4,
12.6.16,17,9,,22,48,11,130,24.4,T
12.6.16,18,10,,23,33,10,120,24.41,T
12.6.16,19,10,,21,41,15,130,24.42,T
12.6.16,20,3,,19,68,13,130,24.43,T
12.6.16,21,4,,18,74,14,130,24.43,T
12.6.16,22,2.5,,17,84,14,100,24.44,0.01
12.6.16,23,1.5,,17,84,6,70,24.47,0.01
12.7.16,0,3,,17,84,8,70,24.48,0.01
12.7.16,1,10,,14,88,0,0,24.49,T
12.7.16,2,10,,14,88,5,50,24.5,
12.7.16,3,9,,15,88,6,60,24.51,T
12.7.16,4,7,,15,88,8,70,24.54,T
12.7.16,5,1.5,,14,88,7,90,24.57,0.01
12.7.16,6,0.50s,,12,84,16,30,24.6,T
12.7.16,7,1.5,,7,83,15,10,24.65,T
12.7.16,8,1.5,,7,83,14,20,24.68,T
12.7.16,9,2.5,,8,76,10,10,24.71,T
12.7.16,10,7,,8,73,8,10,24.71,0.01
12.7.16,11,5,,10,73,6,VR,24.71,T
12.7.16,12,5,,10,73,7,30,24.71,T
12.7.16,13,8,,11,67,7,30,24.72,
12.7.16,14,7,,10,73,8,20,24.75,T
12.7.16,15,9,,9,73,9,10,24.78,T
12.7.16,16,10,,6,80,6,10,24.81,
12.7.16,17,10,,4,83,6,10,24.83,
12.7.16,18,10,,4,76,3,20,24.84,
12.7.16,19,10,,4,83,0,0,24.86,
12.7.16,20,10,,-1,87,8,170,24.87,
12.7.16,21,10,,-7,82,6,150,24.88,
12.7.16,22,10,,-7,78,9,160,24.88,
12.7.16,23,10,,-4,83,10,170,24.88,
12.8.16,0,10,,-1,79,6,130,24.87,
12.8.16,1,10,,-7,82,8,150,24.88,
12.8.16,2,10,,-3,83,8,160,24.88,
12.8.16,3,10,,-7,82,8,160,24.87,
12.8.16,4,9,,-2,75,3,260,24.88,
12.8.16,5,9,,-8,82,3,210,24.88,
12.8.16,6,8,,-4,79,5,220,24.88,
12.8.16,7,8,,-3,83,3,200,24.89,
12.8.16,8,8,,5,91,0,0,24.91,
12.8.16,9,10,,7,87,5,160,24.9,
12.8.16,10,10,,11,77,3,100,24.88,
12.8.16,11,10,,14,67,0,0,24.84,
12.8.16,12,10,,17,62,0,0,24.82,
12.8.16,13,10,,16,71,8,60,24.79,
12.8.16,14,10,,18,68,5,10,24.79,
12.8.16,15,10,,13,77,10,10,24.79,
12.8.16,16,10,,8,80,6,10,24.78,
12.8.16,17,10,,8,80,5,360,24.78,
12.8.16,18,10,,8,76,0,0,24.78,
12.8.16,19,10,,8,80,0,0,24.76,
12.8.16,20,10,,8,80,0,0,24.74,
12.8.16,21,10,,7,80,0,0,24.72,
12.8.16,22,10,,6,83,0,0,24.71,
12.8.16,23,10,,6,M,0,0,M,
12.9.16,0,10,,6,M,3,330,M,
12.9.16,1,10,,5,M,3,VR,M,
12.9.16,2,10,,5,M,8,210,M,
12.9.16,3,10,,6,M,7,VR,M,
12.9.16,4,9,,6,M,0,0,M,
12.9.16,5,10,,9,M,15,220,M,
12.9.16,6,9,,7,M,6,VR,M,
12.9.16,7,9,,11,M,7,VR,M,
12.9.16,8,10,,27,M,6,210,M,
12.9.16,9,10,,37,M,8,220,M,
12.9.16,10,10,,49,M,7,VR,M,
12.9.16,11,10,,50,M,5,260,M,
12.9.16,12,10,,53,M,6,280,M,
12.9.16,13,10,,M,M,13,300,M,
12.9.16,14,10,,45,M,7,30,M,
12.9.16,15,9,,38,M,9,80,M,
12.9.16,16,8,,30,M,10,110,M,
12.9.16,17,9,,30,M,11,120,M,
12.9.16,18,10,,31,M,10,120,M,
12.9.16,19,10,,32,M,5,310,M,
12.9.16,20,8,,27,M,0,0,M,
12.9.16,21,6,,25,M,6,40,M,
12.9.16,22,6,,24,M,7,VR,M,
12.9.16,23,6,,21,M,10,240,M,
12.10.16,0,5,,23,85,16,240,24.57,
12.10.16,1,6,,23,85,9,260,24.56,
12.10.16,2,4,,19,88,5,20,24.56,
12.10.16,3,4,,16,84,0,0,24.55,
12.10.16,4,5,,17,88,3,200,24.52,
12.10.16,5,5,,18,84,6,260,24.51,
12.10.16,6,7,,19,88,10,150,24.47,
12.10.16,7,10,,23,81,7,210,24.45,
12.10.16,8,10,,31,75,3,90,24.45,
12.10.16,9,7,,34,70,3,120,24.43,
12.10.16,10,9,,40,65,0,0,24.4,
12.10.16,11,10,,45,54,5,VR,24.38,
12.10.16,12,10,,47,48,5,VR,24.36,
12.10.16,13,10,,47,48,0,0,24.36,
12.10.16,14,10,,44,53,9,130,24.33,
12.10.16,15,10,,52,37,3,VR,24.32,
12.10.16,16,10,,47,46,7,40,24.33,
12.10.16,17,10,,45,47,3,80,24.32,
12.10.16,18,10,,46,52,9,300,24.32,
12.10.16,19,10,,43,53,7,160,24.32,
12.10.16,20,10,,40,60,10,150,24.31,
12.10.16,21,10,,38,62,10,160,24.29,
12.10.16,22,10,,37,65,14,160,24.29,
12.10.16,23,10,,35,70,6,100,24.31,
12.11.16,0,10,,35,70,9,60,24.32,
12.11.16,1,10,,36,76,11,30,24.34,
12.11.16,2,10,,34,79,6,100,24.34,
12.11.16,3,10,,33,85,11,60,24.37,
12.11.16,4,2,,31,89,7,70,24.38,T
12.11.16,5,0.75,,29,92,0,0,24.42,0.06
12.11.16,6,7,,29,92,0,0,24.43,0.03
12.11.16,7,10,,29,92,8,100,24.43,T
12.11.16,8,10,,31,89,9,130,24.46,
12.11.16,9,10,,32,82,9,110,24.51,
12.11.16,10,10,,33,70,14,120,24.5,
12.11.16,11,10,,35,64,10,130,24.48,
12.11.16,12,10,,37,65,5,100,24.47,
12.11.16,13,10,,38,67,10,70,24.45,
12.11.16,14,10,,39,65,6,80,24.47,
12.11.16,15,10,,36,73,10,90,24.48,
12.11.16,16,10,,31,78,9,110,24.5,
12.11.16,17,10,,29,85,10,140,24.5,
12.11.16,18,10,,29,82,13,130,24.5,
12.11.16,19,10,,28,85,10,120,24.5,
12.11.16,20,10,,27,88,9,120,24.5,
12.11.16,21,10,,28,85,10,140,24.5,
12.11.16,22,10,,24,88,11,150,24.49,
12.11.16,23,10,,22,88,10,160,24.46,
12.12.16,0,10,,27,75,7,210,24.45,
12.12.16,1,10,,21,88,6,350,24.45,
12.12.16,2,10,,23,85,8,290,24.46,
12.12.16,3,0.75,,20,88,5,240,24.46,
12.12.16,4,10.00s,,19,92,9,230,24.47,
12.12.16,5,10.00s,,21,88,9,230,24.46,
12.12.16,6,8,,22,88,8,220,24.46,
12.12.16,7,5,,22,92,9,220,24.47,
12.12.16,8,6,,26,92,0,0,24.48,
12.12.16,9,10,,32,69,0,0,24.48,
12.12.16,10,10,,34,70,6,130,24.48,
12.12.16,11,10,,38,62,6,80,24.45,
12.12.16,12,10,,41,53,13,110,24.43,
12.12.16,13,10,,43,49,11,110,24.41,
12.12.16,14,10,,44,45,9,90,24.42,
12.12.16,15,10,,39,53,10,70,24.44,
12.12.16,16,10,,34,64,13,90,24.46,
12.12.16,17,10,,34,59,9,100,24.47,
12.12.16,18,10,,33,64,11,120,24.49,
12.12.16,19,10,,31,64,13,150,24.48,
12.12.16,20,10,,29,66,9,140,24.51,
12.12.16,21,10,,28,66,11,170,24.52,
12.12.16,22,10,,29,66,9,190,24.54,
12.12.16,23,10,,27,66,10,180,24.55,
12.13.16,0,10,,29,61,8,170,24.55,
12.13.16,1,10,,34,48,0,0,24.55,
12.13.16,2,10,,29,56,13,340,24.56,
12.13.16,3,10,,24,68,10,20,24.57,
12.13.16,4,10,,20,74,7,100,24.58,
12.13.16,5,10,,20,71,7,120,24.6,
12.13.16,6,10,,19,77,8,150,24.6,
12.13.16,7,10,,21,74,11,160,24.6,
12.13.16,8,10,,30,56,15,140,24.6,
12.13.16,9,10,,34,42,15,120,24.6,
12.13.16,10,10,,37,41,15,120,24.59,
12.13.16,11,10,,40,35,11,130,24.55,
12.13.16,12,10,,43,29,5,VR,24.52,
12.13.16,13,10,,46,21,11,280,24.5,
12.13.16,14,10,,48,18,10,290,24.5,
12.13.16,15,10,,43,22,9,280,24.49,
12.13.16,16,10,,39,25,6,340,24.5,
12.13.16,17,10,,31,40,7,130,24.5,
12.13.16,18,10,,31,41,6,180,24.5,
12.13.16,19,10,,23,60,10,150,24.5,
12.13.16,20,10,,25,58,11,130,24.5,
12.13.16,21,10,,25,58,10,150,24.53,
12.13.16,22,10,,25,55,10,140,24.54,
12.13.16,23,10,,27,49,8,130,24.55,
12.14.16,0,10,,25,55,10,120,24.55,
12.14.16,1,10,,24,55,9,150,24.57,
12.14.16,2,10,,24,55,9,80,24.59,
12.14.16,3,10,,26,58,14,80,24.61,
12.14.16,4,10,,18,74,16,50,24.65,
12.14.16,5,10,,13,73,14,50,24.7,
12.14.16,6,10,,11,80,8,40,24.72,
12.14.16,7,10,,12,77,11,90,24.75,
12.14.16,8,10,,14,70,8,110,24.76,
12.14.16,9,10,,15,70,5,VR,24.77,
12.14.16,10,10,,17,62,7,VR,24.76,
12.14.16,11,10,,20,54,3,VR,24.72,
12.14.16,12,10,,21,52,8,120,24.68,
12.14.16,13,10,,26,48,10,80,24.67,
12.14.16,14,10,,26,48,10,120,24.65,
12.14.16,15,10,,27,47,11,40,24.65,
12.14.16,16,10,,21,60,10,30,24.66,
12.14.16,17,10,,18,68,14,20,24.65,
12.14.16,18,10,,16,71,11,340,24.65,
12.14.16,19,10,,16,67,11,320,24.66,
12.14.16,20,10,,15,70,9,310,24.65,
12.14.16,21,10,,15,70,7,320,24.66,
12.14.16,22,10,,14,74,6,250,24.65,
12.14.16,23,10,,15,70,3,VR,24.64,
12.15.16,0,10,,15,70,0,0,24.6,
12.15.16,1,10,,14,77,6,190,24.56,
12.15.16,2,10,,13,77,8,150,24.54,
12.15.16,3,10,,14,77,6,170,24.5,
12.15.16,4,10,,16,71,5,60,24.45,
12.15.16,5,10,,17,71,0,0,24.44,
12.15.16,6,10,,13,80,3,140,24.43,
12.15.16,7,10,,16,77,3,VR,24.42,
12.15.16,8,10,,21,62,5,VR,24.42,
12.15.16,9,10,,26,60,6,140,24.4,
12.15.16,10,10,,36,52,7,160,24.37,
12.15.16,11,10,,50,36,7,160,24.32,
12.15.16,12,10,,51,35,11,30,24.31,
12.15.16,13,10,,53,34,8,100,24.3,
12.15.16,14,10,,54,26,10,90,24.29,
12.15.16,15,10,,50,32,9,120,24.29,
12.15.16,16,10,,47,36,8,100,24.29,
12.15.16,17,10,,47,33,5,VR,24.3,
12.15.16,18,10,,55,22,6,320,24.28,
12.15.16,19,10,,49,29,10,170,24.26,
12.15.16,20,10,,53,30,14,200,24.26,
12.15.16,21,10,,42,45,15,170,24.24,
12.15.16,22,10,,48,37,13,230,24.23,
12.15.16,23,10,,48,41,9,260,24.22,
12.16.16,0,10,,47,46,13,230,24.2,
12.16.16,1,10,,37,62,13,170,24.18,
12.16.16,2,10,,44,47,6,200,24.17,
12.16.16,3,10,,43,49,14,180,24.12,
12.16.16,4,10,,47,42,13,190,24.1,
12.16.16,5,10,,44,47,8,270,24.1,
12.16.16,6,10,,27,72,15,60,24.09,
12.16.16,7,10,,20,84,21,80,24.1,
12.16.16,8,10,,18,81,22,70,24.1,
12.16.16,9,10,,21,71,13,40,24.13,
12.16.16,10,10,,21,71,7,50,24.1,
12.16.16,11,10,,25,63,5,VR,24.06,
12.16.16,12,10,,25,63,7,70,24.04,
12.16.16,13,10,,29,56,3,90,24.03,
12.16.16,14,10,,29,56,7,80,24.01,
12.16.16,15,10,,27,58,11,60,24.03,
12.16.16,16,10,,21,68,14,40,24.06,
12.16.16,17,10,,20,74,9,40,24.09,
12.16.16,18,10,,16,81,17,60,24.1,
12.16.16,19,2,,13,80,20,20,24.21,T
12.16.16,20,0.50s,,9,80,13,10,24.25,0.01
12.16.16,21,0.25,1,7,83,15,20,24.25,0.14
12.16.16,22,0.25,1,5,83,13,20,24.27,0.26
12.16.16,23,0.50s,,4,79,17,40,24.29,0.04
12.17.16,0,0.5,,2,83,15,30,24.31,0.06
12.17.16,1,0.50s,,1,79,14,50,24.32,0.04
12.17.16,2,0.50s,,0,79,13,50,24.35,0.04
12.17.16,3,0.50s,,-1,79,13,20,24.36,0.02
12.17.16,4,3,,-2,79,10,30,24.37,T
12.17.16,5,2.5,,-2,79,7,10,24.39,0.01
12.17.16,6,3,,-2,79,10,360,24.43,T
12.17.16,7,5,,-3,79,8,360,24.43,T
12.17.16,8,2,,-3,71,7,20,24.47,T
12.17.16,9,1,,-2,72,5,30,24.5,0.01
12.17.16,10,6,,-2,72,5,40,24.5,T
12.17.16,11,10,,-2,68,7,10,24.49,
12.17.16,12,10,,0,62,0,0,24.49,
12.17.16,13,10,,-3,65,3,130,24.49,
12.17.16,14,10,,-5,68,8,140,24.5,
12.17.16,15,10,,-5,68,8,160,24.51,T
12.17.16,16,10,,-7,71,8,130,24.51,
12.17.16,17,10,,-14,78,11,160,24.53,
12.17.16,18,10,,-5,71,7,210,24.54,
12.17.16,19,10,,-13,74,8,190,24.55,T
12.17.16,20,10,,-13,78,10,170,24.55,
12.17.16,21,10,,-3,62,5,180,24.56,
12.17.16,22,10,,-11,67,0,0,24.57,
12.17.16,23,10,,-3,62,7,190,24.57,
12.18.16,0,10,,-5,71,7,270,24.57,
12.18.16,1,10,,-8,78,5,260,24.57,
12.18.16,2,10,,-7,78,3,150,24.57,
12.18.16,3,10,,1,62,7,VR,24.58,
12.18.16,4,10,,0,62,0,0,24.58,
12.18.16,5,10,,-5,68,13,10,24.6,
12.18.16,6,10,,-4,68,7,170,24.6,
12.18.16,7,10,,1,62,7,320,24.63,
12.18.16,8,10,,2,62,8,250,24.66,
12.18.16,9,10,,3,63,7,260,24.68,
12.18.16,10,10,,6,63,6,160,24.68,
12.18.16,11,10,,11,58,5,50,24.67,
12.18.16,12,10,,14,59,6,30,24.67,
12.18.16,13,10,,10,67,7,80,24.68,
12.18.16,14,10,,11,61,8,100,24.7,
12.18.16,15,10,,10,58,9,110,24.73,
12.18.16,16,10,,9,58,10,120,24.75,
12.18.16,17,10,,7,60,6,170,24.78,
12.18.16,18,10,,8,63,7,260,24.8,
12.18.16,19,10,,9,67,7,180,24.8,
12.18.16,20,10,,5,72,6,220,24.82,
12.18.16,21,10,,2,72,13,200,24.81,
12.18.16,22,10,,4,69,8,170,24.81,
12.18.16,23,10,,6,69,3,290,24.8,
12.19.16,0,10,,8,63,7,240,24.81,
12.19.16,1,10,,11,55,16,210,24.78,
12.19.16,2,10,,17,49,20,200,24.77,
12.19.16,3,10,,17,45,10,220,24.75,
12.19.16,4,10,,14,49,14,200,24.75,
12.19.16,5,10,,18,43,11,220,24.77,
12.19.16,6,10,,15,47,14,200,24.78,
12.19.16,7,10,,9,58,15,180,24.77,
12.19.16,8,10,,22,48,14,190,24.78,
12.19.16,9,10,,29,45,16,200,24.78,
12.19.16,10,10,,32,47,13,200,24.75,
12.19.16,11,10,,37,42,13,200,24.72,
12.19.16,12,10,,36,55,13,170,24.68,
12.19.16,13,10,,41,41,7,180,24.66,
12.19.16,14,10,,37,50,7,160,24.65,
12.19.16,15,10,,35,54,14,170,24.62,
12.19.16,16,10,,41,36,0,0,24.64,
12.19.16,17,10,,40,35,16,280,24.65,
12.19.16,18,10,,38,37,13,240,24.64,
12.19.16,19,10,,41,32,14,260,24.64,
12.19.16,20,10,,38,37,7,230,24.66,
12.19.16,21,10,,36,40,10,260,24.67,
12.19.16,22,10,,40,33,13,250,24.67,
12.19.16,23,10,,37,36,7,200,24.69,
12.20.16,0,10,,37,37,11,240,24.71,
12.20.16,1,10,,39,38,14,240,24.71,
12.20.16,2,10,,43,31,15,250,24.7,
12.20.16,3,10,,38,39,9,250,24.71,
12.20.16,4,10,,38,37,7,250,24.73,
12.20.16,5,10,,43,37,15,290,24.76,
12.20.16,6,10,,46,36,22,280,24.74,
12.20.16,7,10,,41,41,13,230,24.76,
12.20.16,8,10,,40,43,18,200,24.76,
12.20.16,9,10,,39,51,10,180,24.78,
12.20.16,10,10,,41,53,7,250,24.77,
12.20.16,11,10,,47,42,6,230,24.73,
12.20.16,12,10,,47,42,13,260,24.68,
12.20.16,13,10,,50,36,10,290,24.66,
12.20.16,14,10,,48,42,9,270,24.65,
12.20.16,15,10,,53,31,7,270,24.63,
12.20.16,16,10,,46,46,8,280,24.62,
12.20.16,17,10,,45,46,8,220,24.62,
12.20.16,18,10,,44,51,14,210,24.59,
12.20.16,19,10,,44,49,14,200,24.56,
12.20.16,20,10,,45,46,15,210,24.58,
12.20.16,21,10,,47,41,17,200,24.56,
12.20.16,22,10,,44,47,17,190,24.55,
12.20.16,23,10,,43,49,14,180,24.54,
12.21.16,0,10,,42,49,10,230,24.52,
12.21.16,1,10,,41,51,7,190,24.53,
12.21.16,2,10,,51,28,31,260,24.52,
12.21.16,3,10,,50,27,21,290,24.55,
12.21.16,4,10,,48,29,16,340,24.57,
12.21.16,5,10,,49,23,25,300,24.57,
12.21.16,6,10,,40,49,13,80,24.62,
12.21.16,7,10,,36,55,13,130,24.65,
12.21.16,8,10,,35,62,16,120,24.67,
12.21.16,9,10,,38,55,13,90,24.71,
12.21.16,10,10,,35,67,16,80,24.74,
12.21.16,11,10,,34,62,16,80,24.77,
12.21.16,12,10,,34,54,11,100,24.78,
12.21.16,13,10,,34,54,13,100,24.78,
12.21.16,14,10,,34,52,10,90,24.8,
12.21.16,15,10,,32,56,7,110,24.82,
12.21.16,16,10,,28,63,9,140,24.83,
12.21.16,17,10,,27,69,8,140,24.85,
12.21.16,18,10,,26,75,7,150,24.87,
12.21.16,19,10,,29,66,8,130,24.87,
12.21.16,20,10,,29,69,8,130,24.86,
12.21.16,21,10,,29,69,10,140,24.86,
12.21.16,22,10,,30,66,7,150,24.86,
12.21.16,23,10,,29,69,6,100,24.84,
12.22.16,0,10,,30,66,7,160,24.83,
12.22.16,1,10,,30,69,6,150,24.83,
12.22.16,2,10,,28,75,9,160,24.82,
12.22.16,3,10,,29,75,6,230,24.8,
12.22.16,4,10,,27,78,8,280,24.8,
12.22.16,5,10,,25,78,10,250,24.78,
12.22.16,6,10,,24,78,9,220,24.78,
12.22.16,7,10,,26,75,8,230,24.78,
12.22.16,8,10,,27,72,5,180,24.77,
12.22.16,9,10,,31,66,3,200,24.75,
12.22.16,10,10,,33,64,0,0,24.71,
12.22.16,11,10,,35,59,3,180,24.66,
12.22.16,12,10,,36,62,5,30,24.62,
12.22.16,13,10,,37,57,3,20,24.58,
12.22.16,14,10,,37,59,0,0,24.55,
12.22.16,15,10,,34,67,6,340,24.55,
12.22.16,16,10,,33,70,3,320,24.52,
12.22.16,17,10,,30,78,8,340,24.51,
12.22.16,18,10,,29,78,3,30,24.48,
12.22.16,19,10,,30,72,6,340,24.48,
12.22.16,20,10,,29,75,6,230,24.47,
12.22.16,21,10,,28,82,6,240,24.43,
12.22.16,22,10,,29,78,6,220,24.42,
12.22.16,23,10,,30,75,0,0,24.37,
12.23.16,0,10,,30,72,5,240,24.36,
12.23.16,1,10,,25,85,3,170,24.35,
12.23.16,2,10,,28,78,3,300,24.35,
12.23.16,3,10,,26,81,7,340,24.33,
12.23.16,4,10,,27,78,7,220,24.35,
12.23.16,5,10,,28,75,10,220,24.35,
12.23.16,6,10,,30,72,10,210,24.37,
12.23.16,7,10,,32,64,9,220,24.39,
12.23.16,8,10,,38,55,6,210,24.41,
12.23.16,9,10,,40,57,0,0,24.43,
12.23.16,10,10,,46,39,6,310,24.44,
12.23.16,11,10,,45,44,3,90,24.44,
12.23.16,12,10,,43,53,8,100,24.43,
12.23.16,13,10,,45,51,11,100,24.43,
12.23.16,14,10,,43,58,11,90,24.44,
12.23.16,15,10,,41,60,13,120,24.44,
12.23.16,16,10,,35,70,10,140,24.46,
12.23.16,17,10,,33,70,11,130,24.47,
12.23.16,18,10,,32,75,13,130,24.45,
12.23.16,19,10,,35,70,14,160,24.46,
12.23.16,20,10,,37,67,10,210,24.45,
12.23.16,21,10,,36,70,6,220,24.45,
12.23.16,22,10,,40,62,17,180,24.44,
12.23.16,23,10,,39,65,20,170,24.43,
12.24.16,0,10,,38,67,8,270,24.42,
12.24.16,1,10,,35,67,9,270,24.42,
12.24.16,2,10,,31,72,5,240,24.43,
12.24.16,3,10,,30,69,3,260,24.41,
12.24.16,4,10,,27,69,8,170,24.39,
12.24.16,5,10,,31,59,5,270,24.41,
12.24.16,6,10,,28,66,6,280,24.41,
12.24.16,7,10,,30,64,3,310,24.42,
12.24.16,8,10,,34,62,5,360,24.42,
12.24.16,9,10,,38,55,3,VR,24.42,
12.24.16,10,10,,39,57,6,330,24.41,
12.24.16,11,10,,40,55,6,90,24.37,
12.24.16,12,10,,44,51,8,100,24.32,
12.24.16,13,10,,52,41,7,100,24.3,
12.24.16,14,10,,55,29,14,180,24.28,
12.24.16,15,10,,53,30,11,190,24.27,
12.24.16,16,10,,45,47,14,170,24.26,
12.24.16,17,10,,40,57,6,240,24.26,
